id;version;lst_id;entry_id;lang_id;name;description;maintainable;is_default;line
3460;0;1350;50;de;BImSchG §47a;NULL;1;N;0
3461;0;1350;51;de;Arbeitsschutzgesetz;NULL;1;N;0
3462;0;1350;52;de;Anleitung zur Berechnung von Fluglärm;NULL;1;N;0
3463;0;1350;53;de;Agrarstatistikgesetz (AgrStatG);NULL;1;N;0
3464;0;1350;54;de;Abfallklärschlammverordnung (AbfKlärV);NULL;1;N;0
3465;0;1350;55;de;Bundesimmissionsschutzverordnung, 23.;NULL;1;N;0
3466;0;1350;56;de;Abwasserabgabengesetz (AbwAG);NULL;1;N;0
3467;0;1350;57;de;Wasserhaushaltsgesetz (WHG) § 7a;NULL;1;N;0
3468;0;1350;58;de;§ 152 NWG (Abwasserbeseitigungspläne);NULL;1;N;0
3469;0;1350;59;de;§ 52 Nieders. Wassergesetz (NWG);NULL;1;N;0
3470;0;1350;60;de;§ 67 NWG;NULL;1;N;0
3471;0;1350;61;de;23. Bundesimmissionsschutzverordnung;NULL;1;N;0
3472;0;1350;62;de;Abfallgesetz (AbfG);NULL;1;N;0
3473;0;1350;63;de;AdV-Plenumsbeschluß von 1994;NULL;1;N;0
3474;0;1350;64;de;AdV-Plenumsbeschluß von1994;NULL;1;N;0
3475;0;1350;65;de;Agrarstatistikgesetz AgrStatG;NULL;1;N;0
3476;0;1350;67;de;Betriebssatzung der LGN v. 7.7.1997;NULL;1;N;0
3477;0;1350;68;de;Bundesimmissionsschutzverordnung;NULL;1;N;0
3478;0;1370;1;de;CDS;NULL;1;N;0
3493;0;3535;1;de;von Drachenfels 94;NULL;1;N;0
3494;0;3555;1;de;Ganzflächige Biotopkartierung 94;NULL;1;N;0
3495;0;3561;1;de;Nienburg (Weser);NULL;1;N;0
3496;0;3561;2;de;Damme (Dümmer);NULL;1;N;0
3516;0;1370;2;de;Test;NULL;1;N;0
3517;0;1350;69;de;Zoorichtlinie M-V;NULL;NULL;N;0
3518;0;1350;70;de;Zoorichtlinie;NULL;NULL;N;0
3519;0;1350;71;de;Wasserzuständigkeitsverordnung;NULL;NULL;N;0
3520;0;1350;72;de;Wasserhaushaltsgesetz;NULL;NULL;N;0
3521;0;1350;73;de;Wassergesetz M-V;NULL;NULL;N;0
3522;0;1350;74;de;Wassergesetz der DDR;NULL;NULL;N;0
3523;0;1350;75;de;Wassergesetz  M-V;NULL;NULL;N;0
3524;0;1350;76;de;Wassergesetz;NULL;NULL;N;0
3525;0;1350;77;de;Waldgesetz Mecklenburg-Vorpommern;NULL;NULL;N;0
3526;0;1350;78;de;Waldbrandrunderlass des LM und des IM des Landes ;NULL;NULL;N;0
3527;0;1350;79;de;VV Wasserbuch;NULL;NULL;N;0
3528;0;1350;80;de;VOB/VOL;NULL;NULL;N;0
3529;0;1350;81;de;VOB, VOL, VOF;NULL;NULL;N;0
3530;0;1350;82;de;VO über die Eisenbahnstatistik;NULL;NULL;N;0
3531;0;1350;83;de;VO brennbare Flüssigkeiten (VbF);NULL;NULL;N;0
3532;0;1350;84;de;VHB;NULL;NULL;N;0
3533;0;1350;85;de;Verwaltungsvorschrift wassergef. Stoffe (VVAwS);NULL;NULL;N;0
3534;0;1350;86;de;Verwaltungsvereinbarung V/1/1999 (Umweltministeri;NULL;NULL;N;0
3535;0;1350;87;de;Verwaltungsvereinbarung;NULL;NULL;N;0
3536;0;1350;88;de;Verpackungsverordnung  (VerpackVO);NULL;NULL;N;0
3537;0;1350;89;de;Verord. z. Umgang m. wassergef. Stoffen (VAwS);NULL;NULL;N;0
3538;0;1350;90;de;Vermögenszuordnungsgesetz;NULL;NULL;N;0
3539;0;1350;91;de;Vermessungsgebührenverordnung M-V (VermGebVO);NULL;NULL;N;0
3540;0;1350;92;de;Vermessungs- Katastergesetz M-V;NULL;NULL;N;0
3541;0;1350;93;de;UVP-Richtlinie der EU;NULL;NULL;N;0
3542;0;1350;94;de;UVP-Gesetz;NULL;NULL;N;0
3543;0;1350;95;de;URG;NULL;NULL;N;0
3544;0;1350;96;de;Umweltstatistikgesetz;NULL;NULL;N;0
3545;0;1350;97;de;Umweltschutz-Abk. BRD-POLEN;NULL;NULL;N;0
3546;0;1350;98;de;Umweltrahmengesetz;NULL;NULL;N;0
3547;0;1350;99;de;Umweltinformationserlaß (UIE);NULL;NULL;N;0
3548;0;1350;100;de;TWSZ- Beschlüsse;NULL;NULL;N;0
3549;0;1350;101;de;Transportgenehmigungs VO;NULL;NULL;N;0
3550;0;1350;102;de;TÖB-Erlaß des BLUM M-V;NULL;NULL;N;0
3551;0;1350;103;de;TLW;NULL;NULL;N;0
3552;0;1350;104;de;Technische Regeln Behälter;NULL;NULL;N;0
3553;0;1350;105;de;Techn. Regeln f. brennbare Flüssigk. (TRbF);NULL;NULL;N;0
3554;0;1350;106;de;TA Luft;NULL;NULL;N;0
3555;0;1350;107;de;TA Lärm;NULL;NULL;N;0
3556;0;1350;108;de;Strahlenschutzverordnung (StrSchV);NULL;NULL;N;0
3557;0;1350;109;de;Störfallverordnung (StFV);NULL;NULL;N;0
3558;0;1350;110;de;Sondervermögensgesetz in M-V;NULL;NULL;N;0
3559;0;1350;111;de;Seenprojekt MV;NULL;NULL;N;0
3560;0;1350;112;de;Richtlinien zur Überwachung kernt. Anlagen;NULL;NULL;N;0
3561;0;1350;113;de;Richtlinien zur Förderung wasserwirtschaftlicher ;NULL;NULL;N;0
3562;0;1350;114;de;Richtlinie zur Förderung wasserwirtschaftlicher V;NULL;NULL;N;0
